episode_id,station_id,start_hour,end_hour,duration_hours,binary_fault,label_state,mechanisms,components,fired_channels,period
v2_001280,IDERNA7,2026-02-14 14:00:00+00:00,2026-02-14 17:00:00+00:00,4,0,benign,,,,pre_april
v2_001281,IDERNA7,2026-02-14 23:00:00+00:00,2026-02-14 23:00:00+00:00,1,0,benign,,,,pre_april
v2_001282,IDERNA7,2026-02-17 14:00:00+00:00,2026-02-17 14:00:00+00:00,1,0,benign,,,,pre_april
v2_001283,IDERNA7,2026-02-17 15:00:00+00:00,2026-02-17 15:00:00+00:00,1,0,benign,,,,pre_april
v2_001284,IDERNA7,2026-02-17 17:00:00+00:00,2026-02-17 17:00:00+00:00,1,0,benign,,,,pre_april
v2_001285,IDERNA7,2026-03-14 07:00:00+00:00,2026-03-14 08:00:00+00:00,2,0,benign,,,,pre_april
v2_001286,IDERNA7,2026-03-17 08:00:00+00:00,2026-03-17 08:00:00+00:00,1,0,benign,,,,pre_april
v2_001287,IDERNA7,2026-03-24 06:00:00+00:00,2026-03-24 06:00:00+00:00,1,0,benign,,,,pre_april
v2_001288,IDERNA7,2026-03-31 20:00:00+00:00,2026-03-31 20:00:00+00:00,1,0,benign,,,,pre_april
v2_001289,IDERNA7,2026-04-01 20:00:00+00:00,2026-04-01 20:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001290,IDERNA7,2026-04-02 09:00:00+00:00,2026-04-02 16:00:00+00:00,8,0,benign,,,,april_may
v2_001291,IDERNA7,2026-04-03 11:00:00+00:00,2026-04-03 11:00:00+00:00,1,0,benign,,,,april_may
v2_001292,IDERNA7,2026-04-03 17:00:00+00:00,2026-04-03 17:00:00+00:00,1,0,benign,,,,april_may
v2_001293,IDERNA7,2026-04-08 07:00:00+00:00,2026-04-08 07:00:00+00:00,1,0,benign,,,,april_may
v2_001294,IDERNA7,2026-04-09 12:00:00+00:00,2026-04-09 12:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_001295,IDERNA7,2026-04-11 06:00:00+00:00,2026-04-11 07:00:00+00:00,2,0,benign,,,,april_may
v2_001296,IDERNA7,2026-04-11 08:00:00+00:00,2026-04-11 08:00:00+00:00,1,0,benign,,,,april_may
v2_001297,IDERNA7,2026-04-12 06:00:00+00:00,2026-04-12 06:00:00+00:00,1,0,benign,,,,april_may
v2_001298,IDERNA7,2026-04-13 10:00:00+00:00,2026-04-13 13:00:00+00:00,4,1,fault,statistical_anomaly,anemometer,statistical_anomaly=windspeed_high_kmh,april_may
v2_001299,IDERNA7,2026-04-13 16:00:00+00:00,2026-04-13 16:00:00+00:00,1,0,benign,,,,april_may
v2_001300,IDERNA7,2026-04-13 17:00:00+00:00,2026-04-13 17:00:00+00:00,1,0,benign,,,,april_may
v2_001301,IDERNA7,2026-04-13 19:00:00+00:00,2026-04-13 19:00:00+00:00,1,0,benign,,,,april_may
v2_001302,IDERNA7,2026-04-13 23:00:00+00:00,2026-04-14 00:00:00+00:00,2,0,benign,,,,april_may
v2_001303,IDERNA7,2026-04-14 02:00:00+00:00,2026-04-14 03:00:00+00:00,2,0,benign,,,,april_may
v2_001304,IDERNA7,2026-04-14 07:00:00+00:00,2026-04-14 12:00:00+00:00,6,0,benign,,,,april_may
v2_001305,IDERNA7,2026-04-15 22:00:00+00:00,2026-04-15 22:00:00+00:00,1,0,benign,,,,april_may
v2_001306,IDERNA7,2026-04-16 01:00:00+00:00,2026-04-16 02:00:00+00:00,2,0,benign,,,,april_may
v2_001307,IDERNA7,2026-04-16 09:00:00+00:00,2026-04-16 09:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001308,IDERNA7,2026-04-16 18:00:00+00:00,2026-04-16 20:00:00+00:00,3,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001309,IDERNA7,2026-04-23 18:00:00+00:00,2026-04-23 18:00:00+00:00,1,0,benign,,,,april_may
v2_001310,IDERNA7,2026-04-24 04:00:00+00:00,2026-04-24 04:00:00+00:00,1,0,benign,,,,april_may
v2_001311,IDERNA7,2026-04-24 06:00:00+00:00,2026-04-24 06:00:00+00:00,1,0,benign,,,,april_may
v2_001312,IDERNA7,2026-04-24 10:00:00+00:00,2026-04-24 10:00:00+00:00,1,0,benign,,,,april_may
v2_001313,IDERNA7,2026-04-24 11:00:00+00:00,2026-04-24 11:00:00+00:00,1,0,benign,,,,april_may
v2_001314,IDERNA7,2026-04-25 06:00:00+00:00,2026-04-25 06:00:00+00:00,1,0,benign,,,,april_may
v2_001315,IDERNA7,2026-04-25 08:00:00+00:00,2026-04-25 08:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_001316,IDERNA7,2026-04-25 09:00:00+00:00,2026-04-25 11:00:00+00:00,3,0,benign,,,,april_may
v2_001317,IDERNA7,2026-04-30 19:00:00+00:00,2026-04-30 19:00:00+00:00,1,0,benign,,,,april_may
v2_001318,IDERNA7,2026-05-01 00:00:00+00:00,2026-05-01 01:00:00+00:00,2,0,benign,,,,april_may
v2_001319,IDERNA7,2026-05-01 03:00:00+00:00,2026-05-01 03:00:00+00:00,1,0,benign,,,,april_may
v2_001320,IDERNA7,2026-05-01 04:00:00+00:00,2026-05-01 04:00:00+00:00,1,0,benign,,,,april_may
v2_001321,IDERNA7,2026-05-01 10:00:00+00:00,2026-05-01 11:00:00+00:00,2,0,benign,,,,april_may
v2_001322,IDERNA7,2026-05-01 21:00:00+00:00,2026-05-01 21:00:00+00:00,1,0,benign,,,,april_may
v2_001323,IDERNA7,2026-05-02 03:00:00+00:00,2026-05-02 03:00:00+00:00,1,0,benign,,,,april_may
v2_001324,IDERNA7,2026-05-02 06:00:00+00:00,2026-05-02 06:00:00+00:00,1,0,benign,,,,april_may
v2_001325,IDERNA7,2026-05-02 13:00:00+00:00,2026-05-02 13:00:00+00:00,1,0,benign,,,,april_may
v2_001326,IDERNA7,2026-05-03 08:00:00+00:00,2026-05-03 08:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001327,IDERNA7,2026-05-03 09:00:00+00:00,2026-05-03 11:00:00+00:00,3,0,benign,,,,april_may
v2_001328,IDERNA7,2026-05-03 19:00:00+00:00,2026-05-03 19:00:00+00:00,1,0,benign,,,,april_may
v2_001329,IDERNA7,2026-05-06 09:00:00+00:00,2026-05-06 11:00:00+00:00,3,0,benign,,,,april_may
v2_001330,IDERNA7,2026-05-06 16:00:00+00:00,2026-05-06 16:00:00+00:00,1,0,benign,,,,april_may
v2_001331,IDERNA7,2026-05-06 21:00:00+00:00,2026-05-06 21:00:00+00:00,1,0,benign,,,,april_may
v2_001332,IDERNA7,2026-05-07 03:00:00+00:00,2026-05-07 10:00:00+00:00,8,1,fault,statistical_anomaly,thermo_hygrometer,statistical_anomaly=humidity_avg_pct+humidity_high_pct+humidity_low_pct,april_may
v2_001333,IDERNA7,2026-05-07 12:00:00+00:00,2026-05-07 12:00:00+00:00,1,0,benign,,,,april_may
v2_001334,IDERNA7,2026-05-07 13:00:00+00:00,2026-05-07 13:00:00+00:00,1,0,benign,,,,april_may
v2_001335,IDERNA7,2026-05-07 17:00:00+00:00,2026-05-07 17:00:00+00:00,1,0,benign,,,,april_may
v2_001336,IDERNA7,2026-05-07 21:00:00+00:00,2026-05-07 21:00:00+00:00,1,0,benign,,,,april_may
v2_001337,IDERNA7,2026-05-07 23:00:00+00:00,2026-05-07 23:00:00+00:00,1,0,benign,,,,april_may
v2_001338,IDERNA7,2026-05-08 00:00:00+00:00,2026-05-08 01:00:00+00:00,2,0,benign,,,,april_may
v2_001339,IDERNA7,2026-05-08 19:00:00+00:00,2026-05-08 21:00:00+00:00,3,0,benign,,,,april_may
v2_001340,IDERNA7,2026-05-08 23:00:00+00:00,2026-05-09 00:00:00+00:00,2,0,benign,,,,april_may
v2_001341,IDERNA7,2026-05-09 07:00:00+00:00,2026-05-09 14:00:00+00:00,8,1,fault,statistical_anomaly,thermo_hygrometer,statistical_anomaly=humidity_avg_pct+humidity_high_pct+humidity_low_pct,april_may
v2_001342,IDERNA7,2026-05-09 21:00:00+00:00,2026-05-09 21:00:00+00:00,1,0,benign,,,,april_may
v2_001343,IDERNA7,2026-05-10 20:00:00+00:00,2026-05-10 20:00:00+00:00,1,0,benign,,,,april_may
v2_001344,IDERNA7,2026-05-10 22:00:00+00:00,2026-05-10 23:00:00+00:00,2,0,benign,,,,april_may
v2_001345,IDERNA7,2026-05-11 10:00:00+00:00,2026-05-11 11:00:00+00:00,2,0,benign,,,,april_may
v2_001346,IDERNA7,2026-05-12 09:00:00+00:00,2026-05-12 11:00:00+00:00,3,0,benign,,,,april_may
v2_001347,IDERNA7,2026-05-13 08:00:00+00:00,2026-05-13 12:00:00+00:00,5,1,fault,statistical_anomaly,thermo_hygrometer,statistical_anomaly=humidity_avg_pct+humidity_high_pct+humidity_low_pct,april_may
v2_001348,IDERNA7,2026-05-13 20:00:00+00:00,2026-05-13 20:00:00+00:00,1,0,benign,,,,april_may
v2_001349,IDERNA7,2026-05-14 12:00:00+00:00,2026-05-14 12:00:00+00:00,1,0,benign,,,,april_may
v2_001350,IDERNA7,2026-05-15 10:00:00+00:00,2026-05-15 10:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001351,IDERNA7,2026-05-15 19:00:00+00:00,2026-05-15 19:00:00+00:00,1,0,benign,,,,april_may
v2_001352,IDERNA7,2026-05-15 21:00:00+00:00,2026-05-15 21:00:00+00:00,1,0,benign,,,,april_may
v2_001353,IDERNA7,2026-05-15 22:00:00+00:00,2026-05-15 22:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001354,IDERNA7,2026-05-15 23:00:00+00:00,2026-05-16 00:00:00+00:00,2,0,benign,,,,april_may
v2_001355,IDERNA7,2026-05-16 05:00:00+00:00,2026-05-16 05:00:00+00:00,1,0,benign,,,,april_may
v2_001356,IDERNA7,2026-05-16 06:00:00+00:00,2026-05-16 12:00:00+00:00,7,1,fault,statistical_anomaly,thermo_hygrometer,statistical_anomaly=humidity_avg_pct+humidity_high_pct+humidity_low_pct,april_may
v2_001357,IDERNA7,2026-05-16 19:00:00+00:00,2026-05-16 22:00:00+00:00,4,0,benign,,,,april_may
v2_001358,IDERNA7,2026-05-17 15:00:00+00:00,2026-05-17 15:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001359,IDERNA7,2026-05-17 17:00:00+00:00,2026-05-17 17:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001360,IDERNA7,2026-05-17 21:00:00+00:00,2026-05-17 21:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_001361,IDERNA7,2026-05-18 03:00:00+00:00,2026-05-18 03:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001362,IDERNA7,2026-05-18 07:00:00+00:00,2026-05-18 07:00:00+00:00,1,0,benign,,,,april_may
v2_001363,IDERNA7,2026-05-18 09:00:00+00:00,2026-05-18 09:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001364,IDERNA7,2026-05-18 11:00:00+00:00,2026-05-18 11:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001365,IDERNA7,2026-05-18 15:00:00+00:00,2026-05-18 15:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_001366,IDERNA7,2026-05-18 17:00:00+00:00,2026-05-18 17:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001367,IDERNA7,2026-05-19 00:00:00+00:00,2026-05-19 00:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001368,IDERNA7,2026-05-19 07:00:00+00:00,2026-05-19 07:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001369,IDERNA7,2026-05-19 10:00:00+00:00,2026-05-19 10:00:00+00:00,1,0,benign,,,,april_may
v2_001370,IDERNA7,2026-05-19 11:00:00+00:00,2026-05-19 11:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,april_may
v2_001371,IDERNA7,2026-05-20 09:00:00+00:00,2026-05-20 11:00:00+00:00,3,0,benign,,,,april_may
v2_001372,IDERNA7,2026-05-21 11:00:00+00:00,2026-05-21 11:00:00+00:00,1,0,benign,,,,april_may
v2_001373,IDERNA7,2026-05-22 09:00:00+00:00,2026-05-22 11:00:00+00:00,3,0,benign,,,,april_may
v2_001374,IDERNA7,2026-05-23 09:00:00+00:00,2026-05-23 11:00:00+00:00,3,0,benign,,,,april_may
v2_001375,IDERNA7,2026-05-24 09:00:00+00:00,2026-05-24 11:00:00+00:00,3,0,benign,,,,april_may
v2_001376,IDERNA7,2026-05-25 00:00:00+00:00,2026-05-25 00:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001377,IDERNA7,2026-05-25 09:00:00+00:00,2026-05-25 10:00:00+00:00,2,0,benign,,,,april_may
v2_001378,IDERNA7,2026-05-25 15:00:00+00:00,2026-05-25 15:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,april_may
v2_001379,IDERNA7,2026-05-28 10:00:00+00:00,2026-05-28 11:00:00+00:00,2,0,benign,,,,april_may
v2_001380,IDERNA7,2026-05-29 09:00:00+00:00,2026-05-29 11:00:00+00:00,3,0,benign,,,,april_may
v2_001381,IDERNA7,2026-05-30 10:00:00+00:00,2026-05-30 10:00:00+00:00,1,0,benign,,,,april_may
v2_001382,IDERNA7,2026-05-31 12:00:00+00:00,2026-05-31 12:00:00+00:00,1,0,benign,,,,april_may
v2_001383,IDERNA7,2026-05-31 16:00:00+00:00,2026-05-31 17:00:00+00:00,2,0,benign,,,,april_may
v2_001384,IDERNA7,2026-06-01 10:00:00+00:00,2026-06-01 11:00:00+00:00,2,0,benign,,,,june
v2_001385,IDERNA7,2026-06-01 20:00:00+00:00,2026-06-01 20:00:00+00:00,1,0,benign,,,,june
v2_001386,IDERNA7,2026-06-03 06:00:00+00:00,2026-06-03 07:00:00+00:00,2,0,benign,,,,june
v2_001387,IDERNA7,2026-06-03 09:00:00+00:00,2026-06-03 11:00:00+00:00,3,0,benign,,,,june
v2_001388,IDERNA7,2026-06-03 18:00:00+00:00,2026-06-03 18:00:00+00:00,1,0,benign,,,,june
v2_001389,IDERNA7,2026-06-04 05:00:00+00:00,2026-06-04 10:00:00+00:00,6,1,fault,statistical_anomaly,thermo_hygrometer,statistical_anomaly=humidity_high_pct,june
v2_001390,IDERNA7,2026-06-04 11:00:00+00:00,2026-06-04 11:00:00+00:00,1,0,benign,,,,june
v2_001391,IDERNA7,2026-06-04 13:00:00+00:00,2026-06-04 13:00:00+00:00,1,0,benign,,,,june
v2_001392,IDERNA7,2026-06-04 15:00:00+00:00,2026-06-04 15:00:00+00:00,1,0,benign,,,,june
v2_001393,IDERNA7,2026-06-04 17:00:00+00:00,2026-06-04 17:00:00+00:00,1,0,benign,,,,june
v2_001394,IDERNA7,2026-06-04 20:00:00+00:00,2026-06-04 21:00:00+00:00,2,0,benign,,,,june
v2_001395,IDERNA7,2026-06-05 22:00:00+00:00,2026-06-05 22:00:00+00:00,1,0,benign,,,,june
v2_001396,IDERNA7,2026-06-06 02:00:00+00:00,2026-06-06 02:00:00+00:00,1,0,benign,,,,june
v2_001397,IDERNA7,2026-06-06 05:00:00+00:00,2026-06-06 05:00:00+00:00,1,0,benign,,,,june
v2_001398,IDERNA7,2026-06-06 09:00:00+00:00,2026-06-06 11:00:00+00:00,3,0,benign,,,,june
v2_001399,IDERNA7,2026-06-06 12:00:00+00:00,2026-06-06 12:00:00+00:00,1,0,benign,,,,june
v2_001400,IDERNA7,2026-06-07 02:00:00+00:00,2026-06-07 02:00:00+00:00,1,0,benign,,,,june
v2_001401,IDERNA7,2026-06-07 05:00:00+00:00,2026-06-07 05:00:00+00:00,1,0,benign,,,,june
v2_001402,IDERNA7,2026-06-07 10:00:00+00:00,2026-06-07 11:00:00+00:00,2,0,benign,,,,june
v2_001403,IDERNA7,2026-06-08 00:00:00+00:00,2026-06-08 00:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,june
v2_001404,IDERNA7,2026-06-08 09:00:00+00:00,2026-06-08 11:00:00+00:00,3,0,benign,,,,june
v2_001405,IDERNA7,2026-06-09 02:00:00+00:00,2026-06-09 02:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,june
v2_001406,IDERNA7,2026-06-09 11:00:00+00:00,2026-06-09 11:00:00+00:00,1,0,benign,,,,june
v2_001407,IDERNA7,2026-06-10 10:00:00+00:00,2026-06-10 10:00:00+00:00,1,0,benign,,,,june
v2_001408,IDERNA7,2026-06-12 09:00:00+00:00,2026-06-12 10:00:00+00:00,2,0,benign,,,,june
v2_001409,IDERNA7,2026-06-12 23:00:00+00:00,2026-06-12 23:00:00+00:00,1,0,benign,,,,june
v2_001410,IDERNA7,2026-06-13 10:00:00+00:00,2026-06-13 11:00:00+00:00,2,0,benign,,,,june
v2_001411,IDERNA7,2026-06-14 09:00:00+00:00,2026-06-14 11:00:00+00:00,3,0,benign,,,,june
v2_001412,IDERNA7,2026-06-14 14:00:00+00:00,2026-06-14 14:00:00+00:00,1,0,benign,,,,june
v2_001413,IDERNA7,2026-06-15 04:00:00+00:00,2026-06-15 04:00:00+00:00,1,0,benign,,,,june
v2_001414,IDERNA7,2026-06-15 09:00:00+00:00,2026-06-15 11:00:00+00:00,3,0,benign,,,,june
v2_001415,IDERNA7,2026-06-15 15:00:00+00:00,2026-06-15 15:00:00+00:00,1,1,fault,statistical_anomaly,barometer,statistical_anomaly=pressure_trend_hpa,june
v2_001416,IDERNA7,2026-06-16 00:00:00+00:00,2026-06-16 00:00:00+00:00,1,0,benign,,,,june
v2_001417,IDERNA7,2026-06-16 10:00:00+00:00,2026-06-16 11:00:00+00:00,2,0,benign,,,,june
v2_001418,IDERNA7,2026-06-16 16:00:00+00:00,2026-06-16 16:00:00+00:00,1,0,benign,,,,june
v2_001419,IDERNA7,2026-06-17 00:00:00+00:00,2026-06-17 00:00:00+00:00,1,0,benign,,,,june
v2_001420,IDERNA7,2026-06-17 02:00:00+00:00,2026-06-17 03:00:00+00:00,2,0,benign,,,,june
v2_001421,IDERNA7,2026-06-17 09:00:00+00:00,2026-06-17 11:00:00+00:00,3,0,benign,,,,june
v2_001422,IDERNA7,2026-06-18 06:00:00+00:00,2026-06-18 06:00:00+00:00,1,0,benign,,,,june
v2_001423,IDERNA7,2026-06-18 10:00:00+00:00,2026-06-18 10:00:00+00:00,1,0,benign,,,,june
v2_001424,IDERNA7,2026-06-18 13:00:00+00:00,2026-06-18 13:00:00+00:00,1,1,fault,statistical_anomaly,anemometer|thermo_hygrometer,statistical_anomaly=humidity_high_pct+windgust_high_kmh,june
v2_001425,IDERNA7,2026-06-18 15:00:00+00:00,2026-06-18 15:00:00+00:00,1,0,benign,,,,june
v2_001426,IDERNA7,2026-06-19 01:00:00+00:00,2026-06-19 01:00:00+00:00,1,1,fault,statistical_anomaly,anemometer,statistical_anomaly=windgust_high_kmh+windspeed_high_kmh,june
v2_001427,IDERNA7,2026-06-19 15:00:00+00:00,2026-06-19 15:00:00+00:00,1,0,benign,,,,june
v2_001428,IDERNA7,2026-06-20 10:00:00+00:00,2026-06-20 11:00:00+00:00,2,0,benign,,,,june
v2_001429,IDERNA7,2026-06-21 00:00:00+00:00,2026-06-21 00:00:00+00:00,1,0,benign,,,,june
v2_001430,IDERNA7,2026-06-21 10:00:00+00:00,2026-06-21 11:00:00+00:00,2,0,benign,,,,june
v2_001431,IDERNA7,2026-06-22 10:00:00+00:00,2026-06-22 10:00:00+00:00,1,0,benign,,,,june
v2_001432,IDERNA7,2026-06-23 10:00:00+00:00,2026-06-23 11:00:00+00:00,2,0,benign,,,,june
v2_001433,IDERNA7,2026-06-24 12:00:00+00:00,2026-06-24 12:00:00+00:00,1,0,benign,,,,june
v2_001434,IDERNA7,2026-06-24 17:00:00+00:00,2026-06-24 17:00:00+00:00,1,0,benign,,,,june
v2_001435,IDERNA7,2026-06-25 18:00:00+00:00,2026-06-25 18:00:00+00:00,1,0,benign,,,,june
v2_001436,IDERNA7,2026-06-27 04:00:00+00:00,2026-06-27 04:00:00+00:00,1,0,benign,,,,june
v2_001437,IDERNA7,2026-06-27 15:00:00+00:00,2026-06-27 15:00:00+00:00,1,1,fault,spike_impossible,barometer,spike_impossible=pressure_trend_hpa,june
v2_001438,IDERNA7,2026-06-28 21:00:00+00:00,2026-06-28 21:00:00+00:00,1,0,benign,,,,june
v2_001439,IDERNA7,2026-06-29 09:00:00+00:00,2026-06-29 09:00:00+00:00,1,0,benign,,,,june
v2_001440,IDERNA7,2026-06-29 20:00:00+00:00,2026-06-29 20:00:00+00:00,1,0,benign,,,,june
v2_001441,IJABAL13,2025-10-04 23:00:00+00:00,2025-10-04 23:00:00+00:00,1,0,benign,,,,pre_april
v2_001442,IJABAL13,2025-10-05 03:00:00+00:00,2025-10-05 03:00:00+00:00,1,0,benign,,,,pre_april
v2_001443,IJABAL13,2025-10-05 06:00:00+00:00,2025-10-05 06:00:00+00:00,1,0,benign,,,,pre_april
v2_001444,IJABAL13,2025-10-05 09:00:00+00:00,2025-10-05 09:00:00+00:00,1,0,benign,,,,pre_april
v2_001445,IJABAL13,2025-10-05 13:00:00+00:00,2025-10-05 13:00:00+00:00,1,0,benign,,,,pre_april
v2_001446,IJABAL13,2025-10-05 17:00:00+00:00,2025-10-05 17:00:00+00:00,1,0,benign,,,,pre_april
v2_001447,IJABAL13,2025-10-06 02:00:00+00:00,2025-10-06 02:00:00+00:00,1,0,benign,,,,pre_april
v2_001448,IJABAL13,2025-10-06 05:00:00+00:00,2025-10-06 05:00:00+00:00,1,0,benign,,,,pre_april
v2_001449,IJABAL13,2025-10-06 07:00:00+00:00,2025-10-06 07:00:00+00:00,1,0,benign,,,,pre_april
v2_001450,IJABAL13,2025-10-06 10:00:00+00:00,2025-10-06 10:00:00+00:00,1,0,benign,,,,pre_april
v2_001451,IJABAL13,2025-10-06 15:00:00+00:00,2025-10-06 15:00:00+00:00,1,0,benign,,,,pre_april
v2_001452,IJABAL13,2025-10-06 20:00:00+00:00,2025-10-06 20:00:00+00:00,1,0,benign,,,,pre_april
v2_001453,IJABAL13,2025-10-07 04:00:00+00:00,2025-10-07 05:00:00+00:00,2,0,benign,,,,pre_april
v2_001454,IJABAL13,2025-10-07 08:00:00+00:00,2025-10-07 08:00:00+00:00,1,0,benign,,,,pre_april
v2_001455,IJABAL13,2025-10-07 10:00:00+00:00,2025-10-07 10:00:00+00:00,1,0,benign,,,,pre_april
v2_001456,IJABAL13,2025-10-07 13:00:00+00:00,2025-10-07 18:00:00+00:00,6,0,benign,,,,pre_april
v2_001457,IJABAL13,2025-10-07 22:00:00+00:00,2025-10-07 22:00:00+00:00,1,0,benign,,,,pre_april
v2_001458,IJABAL13,2025-10-10 13:00:00+00:00,2025-10-10 13:00:00+00:00,1,0,benign,,,,pre_april
v2_001459,IJABAL13,2025-10-15 17:00:00+00:00,2025-10-15 18:00:00+00:00,2,0,benign,,,,pre_april
v2_001460,IJABAL13,2025-10-16 01:00:00+00:00,2025-10-16 18:00:00+00:00,18,0,benign,,,,pre_april
v2_001461,IJABAL13,2025-10-16 16:00:00+00:00,2025-10-16 18:00:00+00:00,3,0,benign,,,,pre_april
v2_001462,IJABAL13,2025-10-20 00:00:00+00:00,2025-10-20 00:00:00+00:00,1,0,benign,,,,pre_april
v2_001463,IJABAL13,2025-10-20 07:00:00+00:00,2025-10-20 08:00:00+00:00,2,0,benign,,,,pre_april
v2_001464,IJABAL13,2025-10-20 11:00:00+00:00,2025-10-20 11:00:00+00:00,1,0,benign,,,,pre_april
v2_001465,IJABAL13,2025-10-20 13:00:00+00:00,2025-10-20 18:00:00+00:00,6,0,benign,,,,pre_april
v2_001466,IJABAL13,2025-10-21 15:00:00+00:00,2025-10-21 16:00:00+00:00,2,0,benign,,,,pre_april
v2_001467,IJABAL13,2025-10-21 18:00:00+00:00,2025-10-21 18:00:00+00:00,1,0,benign,,,,pre_april
v2_001468,IJABAL13,2025-10-22 03:00:00+00:00,2025-10-22 06:00:00+00:00,4,0,benign,,,,pre_april
v2_001469,IJABAL13,2025-10-22 13:00:00+00:00,2025-10-22 13:00:00+00:00,1,0,benign,,,,pre_april
v2_001470,IJABAL13,2025-10-22 18:00:00+00:00,2025-10-22 18:00:00+00:00,1,0,benign,,,,pre_april
v2_001471,IJABAL13,2025-10-23 09:00:00+00:00,2025-10-23 09:00:00+00:00,1,0,benign,,,,pre_april
v2_001472,IJABAL13,2025-10-23 12:00:00+00:00,2025-10-23 13:00:00+00:00,2,0,benign,,,,pre_april
v2_001473,IJABAL13,2025-10-23 17:00:00+00:00,2025-10-23 18:00:00+00:00,2,0,benign,,,,pre_april
v2_001474,IJABAL13,2025-10-24 17:00:00+00:00,2025-10-24 18:00:00+00:00,2,0,benign,,,,pre_april
v2_001475,IJABAL13,2025-10-24 20:00:00+00:00,2025-10-24 22:00:00+00:00,3,0,benign,,,,pre_april
v2_001476,IJABAL13,2025-10-27 11:00:00+00:00,2025-10-27 12:00:00+00:00,2,0,benign,,,,pre_april
v2_001477,IJABAL13,2025-10-28 13:00:00+00:00,2025-10-28 13:00:00+00:00,1,0,benign,,,,pre_april
v2_001478,IJABAL13,2025-10-30 03:00:00+00:00,2025-10-30 04:00:00+00:00,2,0,benign,,,,pre_april
v2_001479,IJABAL13,2025-10-30 18:00:00+00:00,2025-10-30 18:00:00+00:00,1,0,benign,,,,pre_april
v2_001480,IJABAL13,2025-10-30 20:00:00+00:00,2025-10-30 20:00:00+00:00,1,0,benign,,,,pre_april
v2_001481,IJABAL13,2025-10-31 16:00:00+00:00,2025-10-31 16:00:00+00:00,1,0,benign,,,,pre_april
v2_001482,IJABAL13,2025-11-01 04:00:00+00:00,2025-11-01 06:00:00+00:00,3,0,benign,,,,pre_april
v2_001483,IJABAL13,2025-11-01 12:00:00+00:00,2025-11-01 17:00:00+00:00,6,0,benign,,,,pre_april
v2_001484,IJABAL13,2025-11-02 01:00:00+00:00,2025-11-02 01:00:00+00:00,1,0,benign,,,,pre_april
v2_001485,IJABAL13,2025-11-02 04:00:00+00:00,2025-11-02 06:00:00+00:00,3,0,benign,,,,pre_april
v2_001486,IJABAL13,2025-11-02 09:00:00+00:00,2025-11-02 09:00:00+00:00,1,0,benign,,,,pre_april
v2_001487,IJABAL13,2025-11-02 11:00:00+00:00,2025-11-02 17:00:00+00:00,7,0,benign,,,,pre_april
v2_001488,IJABAL13,2025-11-02 23:00:00+00:00,2025-11-03 03:00:00+00:00,5,0,benign,,,,pre_april
v2_001489,IJABAL13,2025-11-03 05:00:00+00:00,2025-11-03 05:00:00+00:00,1,0,benign,,,,pre_april
v2_001490,IJABAL13,2025-11-03 09:00:00+00:00,2025-11-03 15:00:00+00:00,7,0,benign,,,,pre_april
